"编号","日期","类型","热量/kcal","餐品描述","照片"
"562c5731","2015-12-01","早餐","125","4*生煎+1*豆浆","upload/photo/2015-12-01/24a2195a9769acb955624157d5724059.jpg"
"562c5731","2015-12-01","午餐","251","2两饭+1*煸土豆+1*青椒肉丝+1*莴笋肉片","upload/photo/2015-12-01/037a6be8cb77146fc31f4c55ebd00f74.jpg"
"562c5731","2015-12-01","晚餐","399.5","2两饭+1*豆角+1*黄瓜鸡蛋+1*煮白菜","upload/photo/2015-12-01/6bd098fecdcbcf68f23645235dece64a.jpg"
"562c5731","2015-12-02","早餐","646","1*公婆饼+1*豆浆","upload/photo/2015-12-02/52f35f8f83d9a00ee4c1c1ce6e834062.jpg"
"562c5731","2015-12-02","午餐","591.5","2两饭+1*土豆丝+1*宫保鸡丁","upload/photo/2015-12-02/246cdb072c1cb7810320e37610510f8a.jpg"
"562c5731","2015-12-02","晚餐","403","2两饭+1*韭黄肉丝+1*豆腐","upload/photo/2015-12-02/e235388012f2081cf2b97dbe044922ae.jpg"
"562c5731","2015-12-03","早餐","0","没吃","upload/photo/2015-12-03/202497f9d091b21927a4232bcd72485f.jpg"
"562c5731","2015-12-03","午餐","1025.75","二两饭+1*培根土豆+1*小炒肉","upload/photo/2015-12-03/f3a756dffc58030383036f89233574ef.jpg"
"562c5731","2015-12-03","晚餐","398","黑椒鸡排饭","upload/photo/2015-12-03/69d6aa6a9a62dadb78157eb8c2899c43.jpg"
"562c5731","2015-12-04","早餐","288","1*豆浆+8*生煎","upload/photo/2015-12-04/b0a8332ff1699498817aa8b1c24b967a.jpg"
"562c5731","2015-12-04","午餐","760.5","2两饭+1*豆腐+1*红烧肉+1*青菜","upload/photo/2015-12-04/2bae6b75fd668f80fa7778db68b203cf.jpg"
"562c5731","2015-12-04","晚餐","383","2两饭+1*黄焖鸡","upload/photo/2015-12-04/9be495917ba632ab4476f8d49f6fd27e.jpg"
"562c5731","2015-12-05","早餐","261","1*饼","upload/photo/2015-12-05/a36a796af62ef35763e9975408122eca.jpg"
"562c5731","2015-12-05","午餐","251","2两饭+1*蒜薹炒肉","upload/photo/2015-12-05/6dba0a15264513ab8ec6342deaee2d1d.jpg"
"562c5731","2015-12-05","晚餐","269","2两饭+1*麻辣香锅","upload/photo/2015-12-05/0cd8ef9d9e04dd6783d463f47a9d3c0f.jpg"
"562c5731","2015-12-06","早餐","0","没吃","upload/photo/2015-12-06/8bc3273fcffb8846a6dd72357d8c0635.png"
"562c5731","2015-12-06","午餐","350","2两饭+1*辣子鸡丁","upload/photo/2015-12-06/3450adffbdf2381421216f5118960269.jpg"
"562c5731","2015-12-06","晚餐","350","2两饭+1*辣子鸡丁","upload/photo/2015-12-06/ba9b6cec54c6f1fe328c13b7a7e6372e.jpg"
"562c5731","2015-12-07","早餐","267","4*煎饺","upload/photo/2015-12-07/e294cd50e14688da783f3bf32fcee219.jpg"
"562c5731","2015-12-07","午餐","785","2两饭+1*辣子鸡丁+1*笋子炒肉","upload/photo/2015-12-07/8745168ad5957bbb467699fe4ae3fd40.jpg"
"562c5731","2015-12-07","晚餐","440","2两饭+1*豆角+1*丸子+1*豆腐","upload/photo/2015-12-07/3d76de2e937a5ddc8706b396efd9f288.jpg"
